,Year,Month,Date,PMID,Journal,Author,Title
503,2020,9,3,33177945,Biodivers Data J,Joaquim Santos,A strategy to digitise natural history collections with limited resources.
504,2020,10,18,33175285,Cogn Res Princ Implic,Abraham M Rutchick,"Does the ""surprisingly popular"" method yield accurate crowdsourced predictions?"
505,2020,6,25,33174857,J Med Internet Res,Philippe Schucht,Exploring Novel Funding Strategies for Innovative Medical Research: The HORAO Crowdfunding Campaign.
506,NA,NA,NA,33173931,medRxiv,Eneyi Kpokiri,Social innovation research checklist: A crowdsourcing open call and digital hackathon to develop a checklist for research to advance social innovation in health.
507,2020,11,3,33171275,J Clin Epidemiol,James Thomas,Machine learning reduced workload with minimal risk of missing studies: development and evaluation of a randomized controlled trial classifier for Cochrane Reviews.
508,NA,NA,NA,33169169,Eur J Public Health,Paul H Lee,Sleep pattern in the US and 16 European countries during the COVID-19 outbreak using crowdsourced smartphone data.
509,2020,10,14,33167927,BMC Public Health,Ágnes Lublóy,Medical crowdfunding in a healthcare system with universal coverage: an exploratory study.
510,NA,NA,NA,33165076,Dermatol Surg,Justin L Jia,Patient Crowdfunding for the Treatment of Cutaneous Malignancies.
511,2020,10,23,33152038,PLoS One,Koubun Wakashima,"The Japanese version of the Fear of COVID-19 scale: Reliability, validity, and relation to coping behavior."
512,2020,7,26,33151158,J Med Internet Res,Kyle Michael Bennett,Usability and Acceptability of a Mobile App to Help Emerging Adults Address their Friends' Substance Use (Harbor): Quantitative Study.
513,NA,NA,NA,33146378,J Med Entomol,Heather L Kopsco,Assessing Public Tick Identification Ability and Tick Bite Riskiness Using Passive Photograph-Based Crowdsourced Tick Surveillance.
514,2020,10,20,33145664,J Racial Ethn Health Disparities,Sade Solola,Race and Gender-Based Perceptions of Older Adults: Will the Youth Lead the Way?
515,2020,8,16,33124984,J Med Internet Res,David Wiljer,Effects of a Mobile and Web App (Thought Spot) on Mental Health Help-Seeking Among College and University Students: Randomized Controlled Trial.
516,2020,8,12,33123041,Front Psychol,Lennon Y C Chang,Taking Justice Into Their Own Hands: Predictors of Netilantism Among Cyber Citizens in Hong Kong.
517,2020,9,4,33117240,Front Psychol,Anu-Katriina Pesonen,Pandemic Dreams: Network Analysis of Dream Content During the COVID-19 Lockdown.
518,2020,8,11,33108314,J Med Internet Res,Orr Shauly,The Public's Perception of the Severity and Global Impact at the Start of the SARS-CoV-2 Pandemic: A Crowdsourcing-Based Cross-Sectional Analysis.
519,NA,NA,NA,33104206,JAMA Netw Open,Sameh N Saleh,"A Comparison of Online Medical Crowdfunding in Canada, the UK, and the US."
520,NA,NA,NA,33095716,IEEE Trans Vis Comput Graph,Brian D Ondov,Revealing Perceptual Proxies with Adversarial Examples.
521,2020,6,15,33088995,Int J Bioprint,Elizabeth G Bishop,Using Large-Scale Additive Manufacturing as a Bridge Manufacturing Process in Response to Shortages in Personal Protective Equipment during the COVID-19 Outbreak.
522,NA,NA,NA,33087902,Nat Microbiol,Michael D L Johnson,Crowdsourcing virtual summer research opportunities to support minorities in microbiology.
523,2020,9,6,33082092,Cytotherapy,Jeremy Snyder,"Crowdfunding, stem cell interventions and autism spectrum disorder: comparing campaigns related to an international ""stem cell clinic"" and US academic medical center."
524,NA,NA,NA,33077941,Nature,Esther Landhuis,Probing fine-scale connections in the brain.
525,2020,9,13,33068424,J Pediatr Psychol,Alexandra M Psihogios,The Needle in the Haystack: Identifying Credible Mobile Health Apps for Pediatric Populations during a Pandemic and beyond.
526,2020,9,14,33049591,Int J Drug Policy,Grant A Victor,A mixed-methods approach to understanding overdose risk-management strategies among a nationwide convenience sample.
527,NA,NA,NA,33046926,Rev Sci Tech,T M Bernardo,Innovating at the human-technology interface in disasters and disease outbreaks.
528,2020,7,12,33041252,J Surg Educ,Shanley B Deal,Crowd-Sourced and Attending Assessment of General Surgery Resident Operative Performance Using Global Ratings Scales.
529,2020,10,1,33039619,Neuroimage,Suzanne Dikker,Crowdsourcing neuroscience: Inter-brain coupling during face-to-face interactions outside the laboratory.
530,NA,NA,NA,33036834,Early Hum Dev,Roger F Soll,The future of Cochrane Neonatal.
531,2020,10,1,33032614,Malar J,Joe Brew,Researchers' perceptions of malaria eradication: findings from a mixed-methods analysis of a large online survey.
532,NA,NA,NA,33029638,Med Law Rev,Neera Bhatia,Medical Tourism and the Best Interests of the Critically ill Child in the Era of Healthcare Globalisation.
533,2020,9,8,33028407,Infect Dis Poverty,Lindi van Niekerk,Crowdsourcing to identify social innovation initiatives in health in low- and middle-income countries.
534,NA,NA,NA,33021944,IEEE Trans Neural Netw Learn Syst,Manish Narwaria,Interval-Based Least Squares for Uncertainty-Aware Learning in Human-Centric Multimedia Systems.
535,2020,8,13,33019946,BMC Med Ethics,Brenda Zanele Kubheka,Bioethics and the use of social media for medical crowdfunding.
536,NA,NA,NA,33019277,Annu Int Conf IEEE Eng Med Biol Soc,Dzenan Dzafic,Improving wheelchair route planning through instrumentation and navigation systems.
537,2020,9,17,33011343,Drug Discov Today,David C Thompson,Crowdsourcing and open innovation in drug discovery: recent contributions and future directions.
538,2020,9,21,33011183,Urology,Yanbo Guo,Expert and Crowdsourced Evaluation of Image Quality From a Novel Endoscopy Phone Light Adapter.
539,2020,8,19,33011057,Int J Hyg Environ Health,Robin E Dodson,"Consumer behavior and exposure to parabens, bisphenols, triclosan, dichlorophenols, and benzophenone-3: Results from a crowdsourced biomonitoring study."
540,2020,8,5,33008867,Glob Health Sci Pract,Alliance Niyikuri,Top 10 Resources in Global Surgery.
541,2020,9,3,33007457,J Clin Epidemiol,Anna Noel-Storr,Citation screening using crowdsourcing and machine learning produced accurate results: Evaluation of Cochrane's modified Screen4Me service.
542,NA,NA,NA,33001729,Am J Public Health,Marco Zenone,Crowdfunding Cannabidiol (CBD) for Cancer: Hype and Misinformation on GoFundMe.
543,2020,9,18,32995894,Rheumatol Int,Nikolas Ruffer,#Covid4Rheum: an analytical twitter study in the time of the COVID-19 pandemic.
544,2020,9,2,32994447,Sci Rep,Andrés Abeliuk,Quantifying machine influence over human forecasters.
545,2020,9,21,32993542,BMC Infect Dis,Ewen Liu,"'When she rises, we all rise': a crowdsourcing challenge to increase women's participation in an infectious diseases research fellowship."
546,2020,9,10,32990755,Nucleic Acids Res,María Peña-Chilet,"CSVS, a crowdsourcing database of the Spanish population genetic variability."
547,2020,7,6,32983812,Plast Reconstr Surg Glob Open,Wess A Cohen,Crowdsourcing the Ideal Nipple-Areolar Complex Position for Chest Masculinization Surgery.
548,2020,9,16,32970207,Surg Endosc,Poppy Addison,Correlation between operative time and crowd-sourced skills assessment for robotic bariatric surgery.
549,NA,NA,NA,32962437,Health Commun,Yan Huang,Do We Trust the Crowd? Effects of Crowdsourcing on Perceived Credibility of Online Health Information.
550,2020,9,13,32961307,J Biomed Inform,Xing He,User-centered design of a web-based crowdsourcing-integrated semantic text annotation tool for building a mental health knowledge base.
551,NA,NA,NA,32956038,IEEE Trans Pattern Anal Mach Intell,Pablo Morales-Alvarez,Scalable Variational Gaussian Processes for Crowdsourcing: Glitch Detection in LIGO.
552,2020,9,2,32942203,Behav Res Ther,Shadi Beshai,Examining the effectiveness of an online program to cultivate mindfulness and self-compassion skills (Mind-OP): Randomized controlled trial on Amazon's Mechanical Turk.
553,2020,8,28,32936811,PLoS One,Arun Mitra,Impact of COVID-19 epidemic curtailment strategies in selected Indian states: An analysis by reproduction number and doubling time with incidence modelling.
554,2020,9,8,32926974,J Am Acad Dermatol,Sheena Desai,Use of crowdfunding for expenses related to medical hair loss.
555,2020,8,28,32925966,PLoS One,Wim H Winthorst,Seasonality of mood and affect in a large general population sample.
556,NA,NA,NA,32924902,Public Health Nutr,Claire L Jansson-Knodell,High prevalence of food intolerances among US internet users.
557,2020,8,7,32917513,Res Social Adm Pharm,Shih-Yin Lin,"Evaluation of pharmaceutical pictograms by older ""turkers"": A cross-sectional crowdsourced study."
558,2020,6,17,32915206,J Am Med Inform Assoc,Julia Adler-Milstein,"Why real-world health information technology performance transparency is challenging, even when everyone (claims to) want it."
559,2020,8,24,32895583,J Bus Res,Victor Tiberius,Scenarios in business and management: The current stock and research opportunities.
560,2020,8,27,32894340,Psychol Res,Birte Moeller,Remote binding counts: measuring distractor-response binding effects online.
561,2020,8,12,32883264,BMC Biol,Benedict Hew,LSTrAP-Crowd: prediction of novel components of bacterial ribosomes with crowd-sourced analysis of RNA sequencing data.
562,NA,NA,NA,32873078,Annu Rev Genomics Hum Genet,Christi J Guerrini,Credit for and Control of Research Outputs in Genomic Citizen Science.
563,NA,NA,NA,32869022,bioRxiv,Hannah K Wayment-Steele,Theoretical basis for stabilizing messenger RNA through secondary structure design.
564,2020,6,3,32865499,J Med Internet Res,Martin Müller,Assessing Public Opinion on CRISPR-Cas9: Combining Crowdsourcing and Deep Learning.
565,NA,NA,NA,32862721,Psychol Health,Tawfiq Alashoor,The smoking paradox: exploring why attitudes toward cigarette smoking are a weak predictor of cigarette smoking.
566,2020,7,31,32862062,J Psychosom Res,Jojanneke A Bastiaansen,Time to get personal? The impact of researchers choices on the selection of treatment targets using the experience sampling methodology.
567,2020,6,1,32853158,J Ment Health Policy Econ,Michael T French,Psychological Distress and Coronavirus Fears During the Initial Phase of the COVID-19 Pandemic in the United States.
568,NA,NA,NA,32845235,J Homosex,Sabina Lissitsa,Coevolution between Parasocial Interaction in Digital Media and Social Contact with LGBT People.
569,2020,6,29,32837807,Health Technol (Berl),Kavi Khedo,DOT: a crowdsourcing Mobile application for disease outbreak detection and surveillance in Mauritius.
570,2020,6,23,32834210,J Bus Res,Davide C Orazi,Running field experiments using Facebook split test.
571,2020,8,10,32823538,J Pers Med,Peter Washington,Precision Telemedicine through Crowdsourced Machine Learning: Testing Variability of Crowd Workers for Video-Based Autism Feature Recognition.
572,2020,7,30,32820171,Transl Psychiatry,Ran Barzilay,"Resilience, COVID-19-related stress, anxiety and depression during the pandemic in a large population enriched for healthcare providers."
573,NA,NA,NA,32815899,Sex Transm Dis,M Kumi Smith,Leveraging Crowdsourcing for Human Immunodeficiency Virus Testing Posters: A Visual Content Analysis and Cognitive Responses Among Chinese Men Who Have Sex With Men.
574,NA,NA,NA,32812848,Perspect Psychol Sci,Diego A Reinero,Is the Political Slant of Psychology Research Related to Scientific Replicability?
575,NA,NA,NA,32812635,J Med Entomol,Heather L Kopsco,Crowdsourced Photographs as an Effective Method for Large-Scale Passive Tick Surveillance.
576,2020,7,14,32807565,J Arthroplasty,Michael A Moverman,Public Perceptions of Resuming Elective Surgery During the COVID-19 Pandemic.
577,NA,NA,NA,32806948,Cleft Palate Craniofac J,Kaylee Paulsgrove,Crowdsourcing to Assess Speech Quality Associated With Velopharyngeal Dysfunction.
578,NA,NA,NA,32803195,Proc SIGCHI Conf Hum Factor Comput Syst,Kyungjun Lee,Pedestrian Detection with Wearable Cameras for the Blind: A Two-way Perspective.
579,2020,4,15,32802642,Plast Reconstr Surg Glob Open,Giap H Vu,"Ear Molding Therapy: Laypersons' Perceptions, Preferences, and Satisfaction with Treatment Outcome."
580,2020,8,11,32798713,J Clin Epidemiol,A H Noel-Storr,Cochrane Centralised Search Service showed high sensitivity identifying randomized controlled trials: A retrospective analysis.
581,2020,7,14,32791286,Drug Alcohol Depend,Yiwen Cao,Validation of secondary data sources for enumerating marijuana dispensaries in a state commercializing marijuana.
582,NA,NA,NA,32789759,Curr Urol Rep,Sara Q Perkins,Best Approaches to Evaluation and Feedback in Post-Graduate Medical Education.
583,2020,8,1,32777316,J Am Acad Dermatol,Brian Chu,Patient crowdsourcing of dermatologic consults on a Reddit social media community.
584,NA,NA,NA,32776842,Circulation,Mary Cushman,Venous Thromboembolism Research Priorities: A Scientific Statement From the American Heart Association and the International Society on Thrombosis and Haemostasis.
585,2020,3,25,32774348,Rev Panam Salud Publica,Josselyn Mothe,Exploring social innovation in health in Central America and the Caribbean.
586,NA,NA,NA,32772813,Trauma Violence Abuse,Cory A Crane,Online Crowdsourcing as a Quasi-Experimental Method for Collecting Data on the Perpetration of Alcohol-Related Partner Aggression.
587,2020,7,27,32770216,Nicotine Tob Res,Justin C Strickland,E-Cigarette Demand: Impact of Commodity Definitions and Test-Retest Reliability.
588,2020,7,18,32760110,PLoS One,Rui Hou,Backers investment behavior on explicit and implicit factors in reward-based crowdfunding based on ELM theory.
589,2020,7,21,32760095,PLoS One,Janne Kauttonen,Predictive modeling for trustworthiness and other subjective text properties in online nutrition and health communication.
590,NA,NA,NA,32758310,Cardiol Young,Colette Gramszlo,Supporting parenting during infant hospitalisation for CHD.
591,NA,NA,NA,32757673,Chronobiol Int,Paul H Lee,Crowdsourced smartphone data reveal altered sleep/wake pattern in quarantined Chinese during the COVID-19 outbreak.
592,NA,NA,NA,32755009,Psychol Psychother,Lisa M Watson,Causal explanations of depression on perceptions of and likelihood to choose cognitive behavioural therapy and antidepressant medications as depression treatments.
